path,blob_sha,lot_proprietaire,methodes,analyses_applicables,raison_exclusion
reviews/DOC-ETAT-civ/Grok-4.5.verdict.json,adc7bcfbfb66453427d8c9c14f78a97030c107db,L10,SCRIPT,tally|integrite-sceau,
reviews/DOC-ETAT-civ/Qwen3.7-Max.verdict.json,9c403b34ea767b7ea3b42cba2587df01bf8d25a6,L10,SCRIPT,tally|integrite-sceau,
reviews/DOC-ETAT-civ/pack.md,6d69dbf5fa81bce03a55467d917d36a98d462489,L10,SCRIPT,tally|integrite-sceau,
reviews/E1a/Grok-4.5.verdict.json,97a44c31cc00c85a64c7f451f63078a2aafa3990,L10,SCRIPT,tally|integrite-sceau,
reviews/E1a/MiMo-Pro-V2.verdict.json,b8bc774589e808de48bb78afdc34eac2f1127e22,L10,SCRIPT,tally|integrite-sceau,
reviews/E1a/Qwen3.7-Max.verdict.json,823ecb2e03ba88a385879e7018d56ae041a0ee0f,L10,SCRIPT,tally|integrite-sceau,
reviews/E1b/Grok-4.5.verdict.json,6a8b95e412f170e5df927a4963f996af5fab14a3,L10,SCRIPT,tally|integrite-sceau,
reviews/E1b/MiMo-Pro-V2.verdict.json,4e4215b8351f3332f0d51f25a1d74cd4c70cd72d,L10,SCRIPT,tally|integrite-sceau,
reviews/E1b/Qwen3.7-Max.verdict.json,80d71d2d85da7648e8a35db773e3c623c20ad5d5,L10,SCRIPT,tally|integrite-sceau,
reviews/E2a/Grok-4.5.verdict.json,1f2d7bc574795e7d33592b735f1daa60b5a94331,L10,SCRIPT,tally|integrite-sceau,
reviews/E2a/MiMo-Pro-V2.verdict.json,9a3bd48a655f2376b4d8be5dcdedb9d0501a6413,L10,SCRIPT,tally|integrite-sceau,
reviews/E2a/Qwen3.7-Max.verdict.json,51d7a0369991b28f30af132ba68cc8dc33b86aff,L10,SCRIPT,tally|integrite-sceau,
reviews/E2b/Grok-4.5.verdict.json,d6d6f651cf5c3596c9c3fdf0b65aeaa4fdb64375,L10,SCRIPT,tally|integrite-sceau,
reviews/E2b/MiMo-Pro-V2.verdict.json,3beb8b36dca8c35fb0ce97ef8e632f75415507be,L10,SCRIPT,tally|integrite-sceau,
reviews/E2b/Qwen3.7-Max.verdict.json,e8e9d9d2e8473263eac557869cc8b8f4249a0e4f,L10,SCRIPT,tally|integrite-sceau,
reviews/E2c/Grok-4.5.verdict.json,2c05169bc3f1f4204abe6f42a21fb4e1fb2fb735,L10,SCRIPT,tally|integrite-sceau,
reviews/E2c/MiMo-Pro-V2.verdict.json,2897267255ff99c8538b6a977678f937711f2df4,L10,SCRIPT,tally|integrite-sceau,
reviews/E2c/Qwen3.7-Max.verdict.json,0310795b5b26c15157b35f09263d8150e987affc,L10,SCRIPT,tally|integrite-sceau,
reviews/E3a/Gemini-3.1-Pro.verdict.json,2430178cc376b4c5e19b4473e74a3fe278120501,L10,SCRIPT,tally|integrite-sceau,
reviews/E3a/Grok-4.5.verdict.json,6a85e762012fb4c62617e28cc53e5d0eed99280b,L10,SCRIPT,tally|integrite-sceau,
reviews/E3a/Qwen3.7-Max.verdict.json,79598c2f86ab42e07a3603387c4d4d9663bba3a3,L10,SCRIPT,tally|integrite-sceau,
reviews/E3b/Gemini-3.1-Pro.verdict.json,b7cad2415f1597f6f348749d7e5920591771bd7f,L10,SCRIPT,tally|integrite-sceau,
reviews/E3b/Grok-4.5.verdict.json,9cb0cca3262c30d8a0e937ea13b14dba5f64aee9,L10,SCRIPT,tally|integrite-sceau,
reviews/E3b/Qwen3.7-Max.verdict.json,bfe3974cde1058c2e1e19d03715158c0ccad0a01,L10,SCRIPT,tally|integrite-sceau,
reviews/E3c/Gemini-3.1-Pro.verdict.json,f5faa0d33084f05f9d8adda5229df671c2a39e50,L10,SCRIPT,tally|integrite-sceau,
reviews/E3c/Grok-4.5.verdict.json,134431b38a6cc42c12b6c0fa68bb9af67e989a8d,L10,SCRIPT,tally|integrite-sceau,
reviews/E3c/Qwen3.7-Max.verdict.json,361d92fe2e3d9b5969590659aca6f40a383c70bb,L10,SCRIPT,tally|integrite-sceau,
reviews/E4/Gemini-3.1-Pro.verdict.json,967d39d03deb4895b32d6fa1fe637a23ca474d83,L10,SCRIPT,tally|integrite-sceau,
reviews/E4/Grok-4.5.verdict.json,44b902aecefb3048066108ae1497f7a366c2f693,L10,SCRIPT,tally|integrite-sceau,
reviews/E4/Qwen3.7-Max.verdict.json,9e55cd863f07293e837e4286313c7cae0a02fc3e,L10,SCRIPT,tally|integrite-sceau,
reviews/E5/Gemini-3.1-Pro.verdict.json,9b5524553fe15fbcd5f38b4453c74599defa7250,L10,SCRIPT,tally|integrite-sceau,
reviews/E5/Grok-4.5.verdict.json,74e1c7242173f93020f35d09296f6906b4496608,L10,SCRIPT,tally|integrite-sceau,
reviews/E5/Qwen3.7-Max.verdict.json,748e0e613bb7da9960e8d37e0b6ab435d3010b7b,L10,SCRIPT,tally|integrite-sceau,
reviews/E6-reseal/Gemini-3.1-Pro.verdict.json,e0ceb469af68703dbe08078f3f73abbbef9c3622,L10,SCRIPT,tally|integrite-sceau,
reviews/E6-reseal/Grok-4.5.verdict.json,2a6966a1f8b056c9c22c99989687a310bf7ed381,L10,SCRIPT,tally|integrite-sceau,
reviews/E6-reseal/Qwen3.7-Max.verdict.json,6132d41e73c704eb54ef5a13f00ec57af12c6ead,L10,SCRIPT,tally|integrite-sceau,
reviews/E6/Gemini-3.1-Pro.verdict.json,7611877e9398946565d95bf64efd186e3d494994,L10,SCRIPT,tally|integrite-sceau,
reviews/E6/Grok-4.5.verdict.json,8eb43dd5c48de41ecd8c58865cef4aa712017c10,L10,SCRIPT,tally|integrite-sceau,
reviews/E6/Qwen3.7-Max.verdict.json,129ac6b8c04c7a06d38813bd2207fe9c4a73a601,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041A/DeepSeek-V4-Pro.verdict.json,88127118e27154fdf59496903b63ce319403e264,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041A/Grok-4.5.verdict.json,169952655244f879d7be2fcb3e703f68d758d0aa,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041A/Qwen3.7-Max.verdict.json,14b9b1b9bb959940781810536962dc256b702c9f,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041B/Grok-4.5.verdict.json,64034a92612b6fe6457f776ddc479dbaca856cbc,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041B/Kimi-2.7.verdict.json,9714aece764ee035d6ecb17fb8965b6ebfde6e0a,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041B/Qwen3.7-Max.verdict.json,9ec1229b7c8da943cfbcb4fb51e9b4bfc7cbb35e,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041C/Grok-4.5.verdict.json,dc05acafedb09692af4a800a08f3f1fd31df09bf,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041C/MiMo-Pro-V2.verdict.json,9d31d62ece9c60e10402903c01255f2518e08f69,L10,SCRIPT,tally|integrite-sceau,
reviews/ERR-041C/Qwen3.7-Max.verdict.json,53b751abdff34bbb1e2324c6e32784c11c58dc27,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001-FIX/Gemini-3.1-Pro.verdict.json,06a71fd4cd046ac88d19a9faf426fb1d116583ef,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001-FIX/Grok-4.5.verdict.json,19042f5fdb98793b46797aac4194059c41cf8616,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001-FIX/Qwen3.7-Max.verdict.json,144aafccfbe59daf512fcb703a4eaf7550d3a193,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001b-FIX/Gemini-3.1-Pro.verdict.json,75f5f10b0890375a27b13b278b6a96e987b7a070,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001b-FIX/Grok-4.5.verdict.json,f97c78fa3d31890ea7c677ed58425aabbad85804,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0001b-FIX/Qwen3.7-Max.verdict.json,3f48d5c30c57084569961e14817d6808381c31a8,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0002-FIX/Gemini-3.1-Pro.verdict.json,f300da8bbe6d4964053aaa52df999c3a85d3fc70,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0002-FIX/Grok-4.5.verdict.json,a34c49e5c60f65970260654d86da789e9bffa7f5,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0002-FIX/Qwen3.7-Max.verdict.json,164aaa28dbbff470fb9cf4e1d0de46179a49ad3c,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0003-FIX/Gemini-3.1-Pro.verdict.json,790eae2b9bbfe23bb21565d18844fa6908914fb9,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0003-FIX/Grok-4.5.verdict.json,df9e6b3ef0fa130e48a093435cbf0317a9683571,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0003-FIX/Qwen3.7-Max.verdict.json,812c1c937351485f6f10bcaecdff73918a1feb9a,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0004-FIX/Gemini-3.1-Pro.verdict.json,0eac4a03951b0e228c9df7c31a78faa27e3936ed,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0004-FIX/Grok-4.5.verdict.json,76889d6ed49e0643c1a9ea80e88cb734e599b21d,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0004-FIX/Qwen3.7-Max.verdict.json,750f9e89bb7ec7fe24f1be5715d8c2a5c04eb754,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-DESIGN/Gemini-3.1-Pro.verdict.json,271257312dc5d72db3c48f70e1b5822664033908,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-DESIGN/Grok-4.5.verdict.json,1dea181f25a2d66c32c42526a0a5ebda435de2f2,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-DESIGN/Qwen3.7-Max.verdict.json,b127d44ace748ea54e337f0868d9b77834d211c1,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S1-FIX/Gemini-3.1-Pro.verdict.json,d6560b965d2f58aebe9c144fe6fc1a992d8aba1f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S1-FIX/Grok-4.5.verdict.json,471848345c1e111d03866989bf0dae8e3f874b13,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S1-FIX/Qwen3.7-Max.verdict.json,301cf0e8852f10af281d139b829fcedde4af55ed,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S2-FIX/Gemini-3.1-Pro.verdict.json,b7ff94f93126ebda07e472e18689d5ffdd4fd8f1,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S2-FIX/MiMo-Pro-V2.verdict.json,7216bd9c43db372386972e8b8d2d6ed0851ed32f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S2-FIX/Qwen3.7-Max.verdict.json,b418ebae6ae4dc97d4d184a489197d8210ee75e5,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S3-FIX/Gemini-3.1-Pro.verdict.json,9c2d7c6edd85b3656c3802435f2b40cfb3205970,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S3-FIX/Grok-4.5.verdict.json,4bb4e62ad1a2667889b29ef157338d0935c56415,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S3-FIX/Qwen3.7-Max.verdict.json,cd65d866682b26e20c9401866af92851d6c532ef,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S4/Gemini-3.1-Pro.verdict.json,4e08b31efe2fd1c9d1a789a6a8c740d653b5995d,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S4/Grok-4.5.verdict.json,a7c2a0edded8bcd571cab579e24901a481b63d7f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S4/Qwen3.7-Max.verdict.json,982c2b01c867f8b67b6fa544b5ff74ef600bc388,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S5/Gemini-3.1-Pro.verdict.json,7a744e8bd388bf19879530d985225a25d780f169,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S5/Grok-4.5.verdict.json,054a1e4c14db44cb943c226bf0e21f8abd2dbd40,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S5/Qwen3.7-Max.verdict.json,4b856a907229f750bcd0b7b89f7e31f6752010ba,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S6/Gemini-3.1-Pro.verdict.json,439307be36b01c8d0ba6278b3123d1e6afa1b805,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S6/Grok-4.5.verdict.json,a3bf9ad3a5ff3efd90ad4e68d3f9e6c18fff2cdd,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0005-S6/Qwen3.7-Max.verdict.json,02931e4f00b3e9a4b2e9e98d94e51db465ea9963,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0006-FIX/Gemini-3.1-Pro.verdict.json,58051d1ec204a3ff593f41c105dcf9ad60b38ffd,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0006-FIX/Grok-4.5.verdict.json,d257833a6b2babd57f1808d25d3057c768fa122b,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0006-FIX/Qwen3.7-Max.verdict.json,bd35f681ad792443d80838bad434287fe4d7ce7a,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0007-FIX/Gemini-3.1-Pro.verdict.json,a34e3d2c7821a27b52aec91d30ef6259f4e7012a,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0007-FIX/Grok-4.5.verdict.json,7a0ef1ae6d6a98caedaf7e329a122cff790ab379,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0007-FIX/Qwen3.7-Max.verdict.json,cedab5687cd0e8609c13209adafbaa84794588e8,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0008-FIX/Gemini-3.1-Pro.verdict.json,41ee0d1121003666764fd72de3ab09c3b691ad3f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0008-FIX/Grok-4.5.verdict.json,1ed412f8aa3825d83f92868527ed89eccf477209,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0008-FIX/Qwen3.7-Max.verdict.json,073d8bd80e51b7fa3d62102f33b304b8f83c4626,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0009-FIX/Gemini-3.1-Pro.verdict.json,1e7cb098c72f9c1f264e02586fafe6b28aca355b,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0009-FIX/Grok-4.5.verdict.json,a604d15f8aac8f5c42614f25257c0af92b7811bc,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0009-FIX/Qwen3.7-Max.verdict.json,7d8eb71cc8129552a6daaa1fa8f854d1fbd96282,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0010-FIX/Gemini-3.1-Pro.verdict.json,27877efcae18ceb3525309b2eef80c8741076044,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0010-FIX/Grok-4.5.verdict.json,0446c246b736337864f8f9df54c659db3007d2c7,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0010-FIX/Qwen3.7-Max.verdict.json,688a19578b7d7f497f5b54f165764bdacae60852,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0011-FIX/Gemini-3.1-Pro.verdict.json,b0bae1f3cefe7f23357ecacfe28d518ed37fc678,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0011-FIX/Grok-4.5.verdict.json,f5422fac7ac8278432180e06d75d02f641c5c67a,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0011-FIX/Qwen3.7-Max.verdict.json,354d06326e9989cb4f3e4c0d90b9c8beaeb19134,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0013-FIX/Gemini-3.1-Pro.verdict.json,ee7a3559e94cb3e4b411985e854237baefefcb38,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0013-FIX/Grok-4.5.verdict.json,e4e7db6db2e7881d3189cccdcede00ecff01bc74,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0013-FIX/Qwen3.7-Max.verdict.json,3acb5cdacfe82b30f6fc91b9cd31a3e18e942397,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0014-FIX/Gemini-3.1-Pro.verdict.json,00e6fc724062c50642c57c6de786bd6ccdfd1f1f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0014-FIX/Grok-4.5.verdict.json,f1d996fe1f6e3cc77a419f513bf70b58a5b274e5,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0014-FIX/Qwen3.7-Max.verdict.json,244da20eda313b7caf155cb4c5a55ee2b07fd269,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0015-FIX/Gemini-3.1-Pro.verdict.json,54142c264801b49745776e8914a575dd855ca73b,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0015-FIX/Grok-4.5.verdict.json,23cd783aefc8eed7372656e5f2e2b344f6f1a70a,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0015-FIX/Qwen3.7-Max.verdict.json,5631df0991f3f8114f0bb3f2f677a31b884bad52,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0016-FIX/Gemini-3.1-Pro.verdict.json,e7a32e069850a79ccfa4dc4e6ef25a4ed2e8665f,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0016-FIX/Grok-4.5.verdict.json,f156dbdaa810bb9132e0badc2c59c77dda2f647c,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0016-FIX/Qwen3.7-Max.verdict.json,2fa02e3d874c8a1ac799cb61a4d39f983b5076b6,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0017-FIX/Gemini-3.1-Pro.verdict.json,60ca8ecf2c43041098d308d92eb24998e91b57e8,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0017-FIX/Grok-4.5.verdict.json,f39d661317008e676353484e1b5da9f079747e16,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0017-FIX/Qwen3.7-Max.verdict.json,f7cbaed4d089a59b7493ae2c17c5bdf0ddde3b53,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0018-FIX/Gemini-3.1-Pro.verdict.json,b136d0f9bc637007de769c6dabe085e3de1a496d,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0018-FIX/Grok-4.5.verdict.json,442b0c0b6b4807bb6f7bf4523546159f540e60c1,L10,SCRIPT,tally|integrite-sceau,
reviews/FAI-0018-FIX/Qwen3.7-Max.verdict.json,e22819f5274fae99bb1db1d7b0f952caf54a2dc8,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-409-civ/Gemini-3.1-Pro.verdict.json,96b423b22418d027fd790e4c2460591fe2a294cc,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-409-civ/Grok-4.5.verdict.json,cf8dc05a7573e642e97ecb5c6feb1322ce95eba7,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-409-civ/Qwen3.7-Max.verdict.json,46f7766c540d233318925683597816942d51b9ec,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-409-civ/pack.md,b1afef1edd40fe8274457f4fba15ae0882b3099d,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-HTTPOK/Gemini-3.1-Pro.verdict.json,e32e2ac853fb58b750896f90be7f3ff06022201d,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-HTTPOK/Grok-4.5.verdict.json,a6494fd04c39af6e475304a159b772bf25156a15,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-HTTPOK/Qwen3.7-Max.verdict.json,867275389c11c3c6b4f518d0c9ffe0888111c9f5,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-preflight-compose/Grok-4.5.verdict.json,160636811a3111ecb82ea3005669a310e9afabd2,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-preflight-compose/MiMo-Pro-V2.verdict.json,3f53cdb8693ca7958d1e14a37b5e2eda510df373,L10,SCRIPT,tally|integrite-sceau,
reviews/FIX-preflight-compose/Qwen3.7-Max.verdict.json,80be18e62005011da78b7d3545244b94603718a5,L10,SCRIPT,tally|integrite-sceau,
reviews/GPU-034/DeepSeek-V4-Pro.verdict.json,c8c1cec071a7d9f35313f72f0963bfa064d4087c,L10,SCRIPT,tally|integrite-sceau,
reviews/GPU-034/MiMo-Pro-V2.verdict.json,e517d089daa420789e45d5f29904d6cce805455d,L10,SCRIPT,tally|integrite-sceau,
reviews/GPU-034/Qwen3.7-Max.verdict.json,9919b141816884fa52cb9d07fa5ca0b7785591fe,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/DeepSeek-V4-Pro.verdict.json,c99cba58980fed9c6877e17222f3a20c6549c0d4,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/Gemini-3.1-Pro.verdict.json,a0565161b3455b2cd6b4f1fb878f16b94f97171f,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/Qwen3.6-40B.verdict.json,5ddbd742d8c9334298f41db38fd3309176a4b740,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/REFUTATION-revue1.md,b2225b61495b8dbc62f64596f47de56a401f1648,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/REVIEW-LOG.md,1c0b8fcd38a334ab3107eb6b40f6a545e56b5110,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028A/REVIEW-PACK.md,b6f3e39c23f3f83f4a8df32c7e876f0b978ef576,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/evidence/COMPORTEMENT.txt,227aff2b9a24d540ab7c0b512b8e67fc6a7999ee,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/evidence/GREEN.txt,3cb5dd7bae5fb62d7b8433441cdbed60dd4862a8,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/evidence/RED.txt,ccbb71d6f570aa5e8b73b7989d5b4627239d8f8f,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/verdicts/DeepSeek-V4-Pro.verdict.json,3ee33e1cb43fc9ebd8c2e414f7b44d6e46f524ff,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/verdicts/Gemini-3.1-Pro.verdict.json,f5b8d819fcb472e8c195fea433ee3f737c237fb4,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-028B/verdicts/Grok-4.5.verdict.json,c550fa21b5869d2ae286eb75487308c3e9692176,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-029/DeepSeek-V4-Pro.verdict.json,a1ca284fe2fc91a2b8233872f9afa58311c42908,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-029/Gemini-3.1-Pro.verdict.json,a9de600605c7e132ff42a7ef43356a2f7cf6f206,L10,SCRIPT,tally|integrite-sceau,
reviews/HEALTH-029/Qwen3.7-Max.verdict.json,81b2fa3d324ad090cec4ebee054c09d294489a7f,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/DeepSeek-V4-Pro.verdict.json,765d9d2982ca4c7225e08c6d13968ffa3bfb5c56,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/GREEN-focused.txt,b6fb9da01b2b5e0d5f5e3893eef14e7b1bb0d397,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/Gemini-3.1-Pro.verdict.json,393a571ff4c816feab32edd8fd10485e8664272c,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/Qwen3.6-40B.verdict.json,33998f71c96958bbfe409808a35fcbe5dfbbe18d,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/RED-reproduction.txt,52462be709e78af01efae81e2657c2ffa5334b67,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/REVIEW-PACK.md,476d09386e8e567e3148effe4fc7e34ae75bd60c,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-009/ROLLBACK.txt,cfc3d820e8e95af651f8f132df3d2d958f45c790,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/DeepSeek-V4-Pro.verdict.json,234fe2046fa1b2e10a6cd48bf2df22fa3fbb25a2,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/GREEN-focused.txt,da5a0810f704cf3648f09ffb37ff8fb382147ffd,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/Gemini-3.1-Pro.verdict.json,845f3345810a5f2cddd08d29b9538675fe961a4f,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/Qwen3.6-40B.verdict.json,ac75fd10bdc46af864523977d04edacbcf04011e,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/RED-reproduction.txt,b21d2ca75e866438613c7d8987ccfa675a046e13,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/REVIEW-LOG.md,9c4d8b0fd54b19806be40a3d482a7b8cfde57cb6,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/REVIEW-PACK.md,6489e89a94c417826615c9fa686c93f032bc520b,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-010/ROLLBACK.txt,b96d7c8ded5d0e67749809bb22f2c81afc6eb162,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-037/DeepSeek-V4-Pro.verdict.json,7cbc0ade2d7c7ca0b462452a4ff84ed662dde354,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-037/Gemini-3.1-Pro-OR.verdict.json,e327619645054a194b20a2db9d4d3b270c7a8d5c,L10,SCRIPT,tally|integrite-sceau,
reviews/HW-037/Grok-4.5.verdict.json,cb3734af924cacdf4accc9888fad2b350853ffb5,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round1-reject/DeepSeek-V4-Pro.verdict.json,c604a4d53b6aac5d73ec55847a86117c4a6dfcf3,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round1-reject/Gemini-3.1-Pro.verdict.json,0f9bff9d6d5c3b8d351d737566bf4080b39381ab,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round1-reject/Qwen3.8-Max.verdict.json,ea5e54df81fa3d17018d842d648216765b691c5e,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round2-reject/DeepSeek-V4-Pro.verdict.json,b32804d1efaa2ca7b7a8fa0c634b076455efd14b,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round2-reject/Gemini-3.1-Pro.verdict.json,7fbc702f41347aee09bbc7349eafe4a1ddf9d1c7,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round2-reject/Qwen3.8-Max.verdict.json,e8609c52cb3c53630b9f70bacf3045e4c9921f6b,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round3-reject/DeepSeek-V4-Pro.verdict.json,d5d7b4931d7a6a1315791bba24613eb9fe50ea1e,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round3-reject/Gemini-3.1-Pro.verdict.json,bb79ede3a02d46afa0c00893177dad7c6bb8fa41,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round3-reject/Qwen3.8-Max.verdict.json,ebba55c79fd38b174222e64f9826d5aa366b1bab,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round4-reject/DeepSeek-V4-Pro.verdict.json,e2930c8de872c821e84a6779f74a2da86488af68,L10,SCRIPT,tally|integrite-sceau,
reviews/I18N-031-round4-reject/Gemini-3.1-Pro.verdict.json,b61a7b4844dcd86d2074f8468bb0cef880c156ff,L10,SCRIPT,tally|integrite-sceau,
